"gene_id","gene_name","chromosome","locus","rpkm"
,"Ptpn2",18,"chr18:67825154-67884275",30.39303
,"Seh1l",18,"chr18:67934529-67955141",30.27499
,"4930549G23Rik",18,"chr18:67935686-67959597",1.61939
,"Cep192",18,"chr18:67959760-68044824",9.10131
,"D18Ertd653e",18,"chr18:68092910-68415203",3.15754
,"4933403F05Rik",18,"chr18:68419838-68459987",4.74466
,"Rnmt",18,"chr18:68460008-68484506",12.824406
,"Mc5r",18,"chr18:68497256-68499365",0.144345
,"Mc2r",18,"chr18:68566560-68588913",0.022506
,"4930546C10Rik",18,"chr18:69049140-69111182",0.01452
,"Tcf4",18,"chr18:69504145-69847621",25.45996
,"Ccdc68",18,"chr18:70085212-70129138",1.21013
,"Rab27b",18,"chr18:70138784-70301244",2.164648
,"2310002L13Rik",18,"chr18:70400082-70404238",0
,"4930503L19Rik",18,"chr18:70612793-70632134",11.3614
,"Stard6",18,"chr18:70632198-70660717",0.179607
,"Poli",18,"chr18:70668333-70689975",10.42989
,"Mbd2",18,"chr18:70727945-70785785",65.9801
,"Dcc",18,"chr18:71413285-72510723",0.00304
,"Mex3c",18,"chr18:73732358-73752232",17.1002
,"Smad4",18,"chr18:73798666-73863395",16.6209
,"Elac1",18,"chr18:73894691-73914133",5.34705
,"Me2",18,"chr18:73929693-73975046",32.5795
,"Mro",18,"chr18:74019040-74038788",0.046431
,"Mapk4",18,"chr18:74088140-74224603",0.083733
,"D730045A05Rik",18,"chr18:74177560-74179742",0
,"Ska1",18,"chr18:74354952-74367472",2.139264
,"Cxxc1",18,"chr18:74375865-74381145",36.4711
,"Mbd1",18,"chr18:74427941-74442338",28.4704
,"Ccdc11",18,"chr18:74442753-74519638",0.202269
,"Myo5b",18,"chr18:74602272-74931131",0.47038
,"1700120E14Rik",18,"chr18:74655331-74690778",0
,"Scarna17",18,"chr18:74938047-74938109",2346.78
,"Acaa2",18,"chr18:74938865-74965861",36.1138
,"Lipg",18,"chr18:75098975-75120917",0.193179
,"Rpl17",18,"chr18:75160130-75163035",4.4892
,"Snord58b",18,"chr18:75160721-75160776",498.819
,"BC031181",18,"chr18:75165553-75169587",35.8073
,"Dym",18,"chr18:75178425-75446620",8.36385
,"2010010A06Rik",18,"chr18:75448313-75456983",0.104341
,"Smad7",18,"chr18:75527018-75555588",7.00317
,"Ctif",18,"chr18:75590870-75857350",0.33208
,"Gm10532",18,"chr18:75674298-75682460",0
,"Zbtb7c",18,"chr18:75979831-76308218",0.528243
,"2900057B20Rik",18,"chr18:76251210-76258125",0.037834
,"Smad2",18,"chr18:76401354-76471401",7.930864
,"Skor2",18,"chr18:77095143-77139081",0
,"Ier3ip1",18,"chr18:77168765-77180353",33.218
,"Hdhd2",18,"chr18:77182853-77210910",9.664762
,"Katnal2",18,"chr18:77231938-77286035",0.020929
,"Pias2",18,"chr18:77303946-77394447",11.181575
,"St8sia5",18,"chr18:77424585-77494189",0
,"Loxhd1",18,"chr18:77520696-77680996",0.05055
,"Rnf165",18,"chr18:77694848-77803875",0.067209
,"8030462N17Rik",18,"chr18:77872019-77952749",7.72861
,"4930465K10Rik",18,"chr18:77952922-77954184",0.145244
,"Haus1",18,"chr18:77996305-78006519",19.9299
,"Atp5a1",18,"chr18:78012506-78021607",250.821
,"Pstpip2",18,"chr18:78033288-78121618",3.22779
,"5430411K18Rik",18,"chr18:78135205-78231766",4.31265
,"Siglec15",18,"chr18:78240352-78254007",0.148955
,"Slc14a1",18,"chr18:78296829-78338858",9.630009
,"Slc14a2",18,"chr18:78342882-78793689",0.022776
,"Setbp1",18,"chr18:78947116-79306130",2.92999
,"Pard6g",18,"chr18:80243633-80316379",3.62652
,"Adnp2",18,"chr18:80323873-80348221",5.72963
,"Rbfa",18,"chr18:80389002-80397358",23.0591
,"Txnl4a",18,"chr18:80403536-80422590",66.05356
,"Hsbp1l1",18,"chr18:80426494-80443841",0.234382
,"Pqlc1",18,"chr18:80451983-80489463",15.150234
,"Kcng2",18,"chr18:80491282-80560993",0.253275
,"Ctdp1",18,"chr18:80604697-80666406",8.10373
,"Gm2176",18,"chr18:80738630-80741285",0.040191
,"Nfatc1",18,"chr18:80802943-80909810",20.712047
,"Atp9b",18,"chr18:80930879-81130797",18.065997
,"Sall3",18,"chr18:81163112-81183317",0.004603
,"Mir5127",18,"chr18:82188748-82188819",0
,"Galr1",18,"chr18:82561887-82576169",0
,"Mbp",18,"chr18:82644514-82755029",13.289193
,"Zfp236",18,"chr18:82762988-82862126",5.62355
,"Mir5112",18,"chr18:82889672-82889732",0
,"2210420H20Rik",18,"chr18:82923896-82928431",0
,"Zfp516",18,"chr18:83080270-83174706",3.598477
,"4930592I03Rik",18,"chr18:83087796-83089952",0.098082
,"4921531P14Rik",18,"chr18:83462183-83495276",0
,"Tshz1",18,"chr18:84181018-84255954",4.80427
,"Zadh2",18,"chr18:84257549-84266906",19.4612
,"Zfp407",18,"chr18:84377093-84758896",2.99944
,"Cndp1",18,"chr18:84779900-84819487",0
,"Cndp2",18,"chr18:84836860-84855025",37.3111
,"Fam69c",18,"chr18:84889633-84909828",0
,"Cyb5",18,"chr18:85020805-85049255",168.118
,"Fbxo15",18,"chr18:85104416-85150784",0.022246
,"1700034H14Rik",18,"chr18:85116685-85120916",23.2246
,"Neto1",18,"chr18:86564343-86671289",0.064723
,"Cbln2",18,"chr18:86882439-86887675",0.246394
,"Socs6",18,"chr18:89037271-89063599",3.80156
,"Rttn",18,"chr18:89141181-89300406",2.85476
,"Cd226",18,"chr18:89366818-89439719",12.353574
,"Dok6",18,"chr18:89470526-89938528",0.077575
,"Tmx3",18,"chr18:90679545-90712659",25.6619
,"1700030N03Rik",19,"chr19:3153798-3197703",0.319708
,"Ighmbp2",19,"chr19:3259075-3283010",2.8022
,"Mrpl21",19,"chr19:3283046-3292837",1.55937
,"Cpt1a",19,"chr19:3323300-3385733",23.214
,"Mtl5",19,"chr19:3388868-3407785",0.452862
,"Gal",19,"chr19:3409916-3414457",1.0229
,"Ppp6r3",19,"chr19:3454927-3575749",30.139707
,"Lrp5",19,"chr19:3584824-3686564",1.49248
,"1810055G02Rik",19,"chr19:3708332-3717881",2.47384
,"Suv420h1",19,"chr19:3767420-3818303",23.00905
,"Chka",19,"chr19:3851772-3894367",11.80404
,"Tcirg1",19,"chr19:3896049-3907133",39.37169
,"Ndufs8",19,"chr19:3908869-3912717",94.7021
,"Aldh3b1",19,"chr19:3913490-3929716",13.2681
,"Unc93b1",19,"chr19:3935185-3949340",201.8745
,"1700055N04Rik",19,"chr19:3958807-3970438",0.102787
,"Aldh3b2",19,"chr19:3972327-3981665",0.078571
,"Acy3",19,"chr19:3986660-3990005",0.993945
,"Tbx10",19,"chr19:3992751-3999512",0
,"Nudt8",19,"chr19:4000579-4002102",16.4578
,"Doc2g",19,"chr19:4003384-4007005",3.55565
,"Ndufv1",19,"chr19:4007504-4012725",36.2601
,"Gstp1",19,"chr19:4035410-4037912",18.3881
,"Gstp2",19,"chr19:4040287-4042221",0.336081
,"BC021614",19,"chr19:4057486-4059294",5.0486
,"Cabp2",19,"chr19:4082487-4087339",0
,"Cdk2ap2",19,"chr19:4097350-4099017",88.6862
,"Pitpnm1",19,"chr19:4100116-4113965",24.99076
,"Aip",19,"chr19:4114445-4125827",44.6261
,"Tmem134",19,"chr19:4125959-4132307",54.6945
,"Cabp4",19,"chr19:4135422-4139609",6.89073
,"Gpr152",19,"chr19:4139798-4145740",0.789753
,"Coro1b",19,"chr19:4148662-4154035",126.49
,"Ptprcap",19,"chr19:4154645-4156710",308.027
,"Rps6kb2",19,"chr19:4156976-4163245",15.9915
,"Carns1",19,"chr19:4164323-4175479",18.2259
,"Tbc1d10c",19,"chr19:4184356-4191047",168.168
,"Ppp1ca",19,"chr19:4192173-4195419",264.501
,"Rad9",19,"chr19:4195197-4201603",24.7503
,"Clcf1",19,"chr19:4214391-4222615",48.9563
,"Pold4",19,"chr19:4231898-4233634",131.734
,"Ssh3",19,"chr19:4261667-4269172",7.48224
,"Ankrd13d",19,"chr19:4270179-4283137",5.69959
,"Adrbk1",19,"chr19:4286000-4305955",89.874
,"Kdm2a",19,"chr19:4316146-4397077",29.0845
,"Rhod",19,"chr19:4425456-4439424",3.2793
,"Syt12",19,"chr19:4445907-4477143",0.230906
,"A930001C03Rik",19,"chr19:4439322-4448325",0.148816
,"2010003K11Rik",19,"chr19:4496787-4498583",0.095731
,"Pcx",19,"chr19:4510471-4621752",2.554729
,"Lrfn4",19,"chr19:4611783-4615667",0.498485
,"Rce1",19,"chr19:4622550-4625617",14.0829
,"Gm960",19,"chr19:4625840-4698668",0.067246
,"Spnb3",19,"chr19:4711222-4752352",0.239458
,"Rbm4b",19,"chr19:4756524-4765940",14.7591
,"Rbm4",19,"chr19:4784292-4793877",9.20631
,"Rbm14",19,"chr19:4800924-4811634",15.1252
,"Ccs",19,"chr19:4825365-4839322",21.0348
,"Ccdc87",19,"chr19:4839365-4842528",0.005198
,"Ctsf",19,"chr19:4855128-4860912",3.90672
,"Actn3",19,"chr19:4861222-4877884",0.110224
,"Zdhhc24",19,"chr19:4878667-4885397",7.261897
,"Bbs1",19,"chr19:4886881-4906627",0.644659
,"Dpp3",19,"chr19:4907228-4928287",20.9618
,"Peli3",19,"chr19:4931854-4943092",0.354873
,"Mrpl11",19,"chr19:4962305-4966995",14.4145
,"Npas4",19,"chr19:4984354-4989971",0.985983
,"Slc29a2",19,"chr19:5024005-5031972",1.78245
,"B3gnt1",19,"chr19:5038825-5041134",5.71859
,"Brms1",19,"chr19:5041403-5049917",32.7422
,"Rin1",19,"chr19:5050807-5057071",0.623488
,"Cd248",19,"chr19:5068077-5070639",1.01739
,"Tmem151a",19,"chr19:5079336-5085477",0.793545
,"Yif1a",19,"chr19:5088537-5092879",10.6723
,"Cnih2",19,"chr19:5092870-5098418",0.595018
,"Rab1b",19,"chr19:5099206-5106996",58.9889
,"Klc2",19,"chr19:5107745-5118408",12.61765
,"Pacs1",19,"chr19:5133684-5273119",10.3229
,"Sf3b2",19,"chr19:5273920-5295455",60.2211
,"Gal3st3",19,"chr19:5298330-5308739",0.214926
,"Catsper1",19,"chr19:5335740-5344153",0
,"Cst6",19,"chr19:5344704-5349574",0.01642
,"Banf1",19,"chr19:5364639-5366645",131.77518
,"Eif1ad",19,"chr19:5366812-5371511",19.5125
,"Sart1",19,"chr19:5377522-5388703",13.7965
,"D330050I16Rik",19,"chr19:5388335-5390069",0.854222
,"4930481A15Rik",19,"chr19:5406873-5422847",7.6338
,"Drap1",19,"chr19:5422823-5424916",114.788
,"AI837181",19,"chr19:5425143-5427316",23.57154
,"Fosl1",19,"chr19:5447697-5455938",0.024987
,"Ccdc85b",19,"chr19:5453162-5457563",6.775081
,"Fibp",19,"chr19:5460606-5465052",33.3483
,"Ctsw",19,"chr19:5465239-5468498",48.0569
,"Efemp2",19,"chr19:5474689-5481854",8.402424
,"Mus81",19,"chr19:5482839-5488336",14.5502
,"Cfl1",19,"chr19:5490454-5494031",371.305
,"Snx32",19,"chr19:5495277-5510489",6.8676
,"1700020D05Rik",19,"chr19:5502768-5503787",2.82712
,"Ovol1",19,"chr19:5549136-5560575",0.462065
,"Gm962",19,"chr19:5568073-5571261",3.81302
,"Rnaseh2c",19,"chr19:5601872-5602959",62.3939
,"Kat5",19,"chr19:5603013-5610094",22.079712
,"Rela",19,"chr19:5637489-5648130",23.0834
,"Sipa1",19,"chr19:5651184-5663707",89.17805
,"Pcnxl3",19,"chr19:5664634-5688908",12.2508
,"Map3k11",19,"chr19:5689130-5702864",13.5821
,"Kcnk7",19,"chr19:5704475-5707101",0.252414
,"Ehbp1l1",19,"chr19:5707373-5726317",22.244339
,"Fam89b",19,"chr19:5728086-5729666",26.5865
,"Sssca1",19,"chr19:5730305-5731721",24.6872
,"Ltbp3",19,"chr19:5740903-5758532",2.71339
,"Scyl1",19,"chr19:5758426-5771401",20.5269
,"Malat1",19,"chr19:5795689-5802671",194.193
,"Neat1",19,"chr19:5842301-5845478",177.422
,"Frmd8",19,"chr19:5850973-5875208",17.6959
,"Slc25a45",19,"chr19:5878465-5885768",28.417
,"Tigd3",19,"chr19:5891137-5894107",2.55865
,"Dpf2",19,"chr19:5897134-5912866",15.8921
,"Cdc42ep2",19,"chr19:5917555-5924816",7.15379
,"Pola2",19,"chr19:5940542-5964206",14.08829
,"Slc22a20",19,"chr19:5970233-5986143",0.009081
,"Capn1",19,"chr19:5988544-6015825",23.5033
,"Gm10814",19,"chr19:6012619-6018459",0.494504
,"Syvn1",19,"chr19:6046575-6053718",38.3792
,"Mrpl49",19,"chr19:6053629-6057751",20.6257
,"Fau",19,"chr19:6057887-6059524",10.705208
,"Znhit2-ps",19,"chr19:6061206-6062468",13.5077
,"Tm7sf2",19,"chr19:6062820-6067850",6.13608
,"1110014N23Rik",19,"chr19:6067841-6077187",14.8018
,"BC048609",19,"chr19:6080037-6080785",0.506138
,"Zfpl1",19,"chr19:6080762-6084891",14.9635
,"Cdca5",19,"chr19:6085096-6091773",4.32694
,"Naaladl1",19,"chr19:6105797-6115555",0.143637
,"Sac3d1",19,"chr19:6116003-6118586",6.75177
,"Snx15",19,"chr19:6119403-6128215",12.8648
,"Arl2",19,"chr19:6134388-6141137",25.4449
,"Batf2",19,"chr19:6164457-6172475",1.85689
,"1700123I01Rik",19,"chr19:6184409-6224219",0.109098
,"Gpha2",19,"chr19:6226400-6227768",0.119772
,"Ppp2r5b",19,"chr19:6227766-6235840",7.12433
,"Atg2a",19,"chr19:6241667-6262304",7.20305
,"Mir194-2",19,"chr19:6264642-6264728",0
,"Mir192",19,"chr19:6264843-6264932",0
,"Ehd1",19,"chr19:6276895-6300096",34.0139
,"Cdc42bpg",19,"chr19:6306456-6325652",2.38327
,"Men1",19,"chr19:6334978-6340894",12.38878
,"Map4k2",19,"chr19:6341249-6353527",52.5714
,"Sf1",19,"chr19:6363689-6378038",48.2774
,"Pygm",19,"chr19:6384428-6398459",3.56517
,"Rasgrp2",19,"chr19:6400582-6415216",81.1497
,"Nrxn2",19,"chr19:6418737-6533217",0.469433
,"Slc22a12",19,"chr19:6535855-6543070",0.195118
,"Rps6ka4",19,"chr19:6903573-6915091",12.1789
,"Mir5046",19,"chr19:6904375-6904434",1.1E-05
,"Ccdc88b",19,"chr19:6919112-6932701",17.1266
,"Prdx5",19,"chr19:6981308-6984135",152.886
,"Trmt112",19,"chr19:6984187-6985516",16.1998
,"Esrra",19,"chr19:6985466-6996298",18.1065
,"1700019N12Rik",19,"chr19:6996915-6999870",1.62276
,"Kcnk4",19,"chr19:7000179-7009005",0.150619
,"Gpr137",19,"chr19:7012559-7016940",14.62749
,"Bad",19,"chr19:7016344-7026383",15.4685
,"Plcb3",19,"chr19:7028202-7044242",5.85833
,"Ppp1r14b",19,"chr19:7049537-7051814",9.7941
,"Fkbp2",19,"chr19:7052228-7054951",56.3014
,"Vegfb",19,"chr19:7056961-7062141",6.91708
,"Dnajc4",19,"chr19:7062400-7066762",17.4293
,"Nudt22",19,"chr19:7067508-7070527",11.0515
,"Trpt1",19,"chr19:7070620-7073536",5.226457
,"Fermt3",19,"chr19:7073447-7093959",67.3506
,"Stip1",19,"chr19:7095185-7114516",46.5664
,"Macrod1",19,"chr19:7131257-7272552",4.13233
,"Flrt1",19,"chr19:7166501-7180219",0.062546
,"Otub1",19,"chr19:7272695-7280774",33.3648
,"Cox8a",19,"chr19:7289647-7292106",344.716
,"Naa40",19,"chr19:7300157-7315712",14.4037
,"Rcor2",19,"chr19:7344253-7349715",0.908932
,"Mark2",19,"chr19:7349885-7416334",17.72973
,"AI846148",19,"chr19:7430953-7457516",6.39377
,"1700105P06Rik",19,"chr19:7457492-7458047",0.17465
,"2700081O15Rik",19,"chr19:7492114-7500394",4.94438
,"Rtn3",19,"chr19:7500390-7557779",40.934962
,"Atl3",19,"chr19:7568529-7613099",19.1832
,"Pla2g16",19,"chr19:7631948-7663035",13.8423
,"Lgals12",19,"chr19:7671150-7681666",0.434057
,"Hrasls5",19,"chr19:7687058-7713728",0.1463
,"Slc22a19",19,"chr19:7747565-7785800",0
,"Slc22a26",19,"chr19:7856472-7877157",0
,"Slc22a27",19,"chr19:7938878-8040517",0
,"Slc22a28",19,"chr19:8136698-8206472",0.017084
,"Slc22a29",19,"chr19:8234657-8293329",0
,"Slc22a30",19,"chr19:8410112-8479595",0.01715
,"Slc22a8",19,"chr19:8665743-8686325",0
,"Slc22a6",19,"chr19:8692485-8702789",0
,"9830166K06Rik",19,"chr19:8726285-8737825",0.006052
,"Chrm1",19,"chr19:8738494-8758092",0.007705
,"Slc3a2",19,"chr19:8781371-8797859",28.684381
,"Snhg1",19,"chr19:8797976-8800816",91.0015
,"Snord22",19,"chr19:8800355-8800481",1003.25
,"Wdr74",19,"chr19:8810328-8815114",27.7043
,"1700092M07Rik",19,"chr19:8815207-8815715",1.03945
,"Stx5a",19,"chr19:8815913-8830132",54.8854
,"Nxf1",19,"chr19:8831592-8845400",101.177
,"Tmem223",19,"chr19:8845485-8846965",33.0929
,"Tmem179b",19,"chr19:8847011-8848957",83.6159
,"Taf6l",19,"chr19:8848843-8860907",4.893223
,"Gm2518",19,"chr19:8848974-8851452",0.729803
,"Polr2g",19,"chr19:8867618-8873047",118.79
,"Zbtb3",19,"chr19:8876985-8879344",3.095241
,"Ttc9c",19,"chr19:8883564-8893784",24.8419
,"Hnrnpul2",19,"chr19:8893890-8908632",40.6985
,"Gng3",19,"chr19:8911418-8913736",0.299617
,"Bscl2",19,"chr19:8911956-8923173",18.79192
,"Lrrn4cl",19,"chr19:8925274-8928399",0.808022
,"Ubxn1",19,"chr19:8946048-8950146",111.178
,"AI462493",19,"chr19:8954503-8955423",44.3196
,"5730408K05Rik",19,"chr19:8962876-8963260",26.0974
,"Mir5136",19,"chr19:8963188-8963264",0
,"1810009A15Rik",19,"chr19:8963392-8965230",79.9559
,"Ints5",19,"chr19:8967476-8972380",5.06209
,"Ganab",19,"chr19:8972600-8991155",52.0281
,"B3gat3",19,"chr19:8994882-9001726",51.6064
,"Rom1",19,"chr19:9001871-9003846",5.39495
,"Eml3",19,"chr19:9004183-9016072",23.0133
,"Mta2",19,"chr19:9016409-9026790",66.7528
,"Tut1",19,"chr19:9028339-9040700",13.005
,"Eef1g",19,"chr19:9041530-9052670",35.509
,"Ahnak",19,"chr19:9063773-9151409",23.06263
,"Scgb1a1",19,"chr19:9158131-9162446",0.463794
,"Asrgl1",19,"chr19:9186208-9210056",8.11187
,"Incenp",19,"chr19:9946786-9974023",12.1388
,"Fth1",19,"chr19:10057192-10059582",747.548
,"Best1",19,"chr19:10059661-10076123",0.130997
,"Rab3il1",19,"chr19:10092717-10110076",9.94136
,"Fads3",19,"chr19:10116037-10134161",6.90985
,"Fads2",19,"chr19:10138653-10175993",3.74838
,"Fads1",19,"chr19:10257377-10271362",8.18667
,"Fen1",19,"chr19:10273628-10278433",21.0272
,"1810006K21Rik",19,"chr19:10278691-10282314",210.23336
,"Gm98",19,"chr19:10282760-10315238",0.992661
,"Dagla",19,"chr19:10319754-10379367",0.461786
,"Syt7",19,"chr19:10463579-10527671",0.090222
,"Lrrc10b",19,"chr19:10529860-10531937",0.032837
,"Ppp1r32",19,"chr19:10548746-10557387",0.453502
,"Sdhaf2",19,"chr19:10575001-10599699",26.342
,"Cpsf7",19,"chr19:10599733-10622225",31.2174
,"Tmem216",19,"chr19:10624955-10630728",7.13037
,"Tmem138",19,"chr19:10645374-10651587",13.8298
,"Cybasc3",19,"chr19:10652212-10664320",119.356
,"Dak",19,"chr19:10666686-10678748",8.80495
,"Ddb1",19,"chr19:10680114-10704311",51.8883
,"Vwce",19,"chr19:10708722-10739700",0.023053
,"4930524O05Rik",19,"chr19:10720183-10722543",0
,"Pga5",19,"chr19:10743446-10752561",0
,"Vps37c",19,"chr19:10763304-10788909",7.10109
,"Cd5",19,"chr19:10792632-10813464",18.4591
,"A430093F15Rik",19,"chr19:10815436-10860533",2.6552
,"Cd6",19,"chr19:10863828-10904548",13.7858
,"Slc15a3",19,"chr19:10917033-10932405",13.265
,"Tmem132a",19,"chr19:10932318-10944269",2.66457
,"Tmem109",19,"chr19:10945151-10956233",16.445
,"Prpf19",19,"chr19:10969720-10984049",13.045541
,"Zp1",19,"chr19:10988786-10995091",0.053633
,"Gpr44",19,"chr19:11011649-11017001",0.100979
,"Ccdc86",19,"chr19:11015970-11023756",4.6429
,"Ms4a10",19,"chr19:11036784-11049160",0.343462
,"Ms4a15",19,"chr19:11052796-11067740",0.101875
,"Ms4a18",19,"chr19:11071514-11092453",0
,"AW112010",19,"chr19:11122101-11125056",214.218
,"Ms4a8a",19,"chr19:11141960-11155593",2.79957
,"1700017D01Rik",19,"chr19:11171305-11205368",1.56758
,"1700025F22Rik",19,"chr19:11214172-11239810",0
,"Ms4a13",19,"chr19:11243907-11271213",0
,"4930526L06Rik",19,"chr19:11271306-11374374",0.056473
,"Ms4a1",19,"chr19:11325092-11340641",592.183
,"Ms4a5",19,"chr19:11348355-11358303",0
,"Ms4a7",19,"chr19:11395897-11410606",28.92325
,"Ms4a4c",19,"chr19:11482150-11501736",98.0882
,"Ms4a4b",19,"chr19:11518047-11538038",121.651
,"Ms4a6c",19,"chr19:11543857-11556686",160.7085
,"Gm8369",19,"chr19:11566527-11587067",21.674
,"Ms4a6b",19,"chr19:11593048-11604893",103.794
,"Ms4a4d",19,"chr19:11611338-11632956",18.5174
,"Ms4a6d",19,"chr19:11661095-11679294",9.58737
,"Ms4a2",19,"chr19:11691682-11698133",1.18157
,"Ms4a3",19,"chr19:11703986-11715324",1.84402
,"Plac1l",19,"chr19:11721773-11735049",0.752333
,"Oosp1",19,"chr19:11741949-11765541",10.1448
,"Gm97",19,"chr19:11771544-11786348",0
,"Gif",19,"chr19:11822048-11837937",0.034724
,"Mrpl16",19,"chr19:11844904-11849436",34.1843
,"Stx3",19,"chr19:11849607-11893893",11.62409
,"Olfr1417",19,"chr19:11902566-11903514",0.020643
,"Olfr1418",19,"chr19:11929484-11930441",0.020396
,"Olfr1419",19,"chr19:11944672-11945704",0
,"Olfr1420",19,"chr19:11970512-11971442",0.105767
,"Patl1",19,"chr19:11986888-12019586",10.9746
,"Osbp",19,"chr19:12040333-12068604",17.2425
,"Olfr1423",19,"chr19:12110297-12111230",0
,"Olfr1424",19,"chr19:12133298-12134240",0
,"Olfr1425",19,"chr19:12148184-12149120",0
,"Olfr1426",19,"chr19:12162099-12166337",0
,"Olfr1427",19,"chr19:12173191-12174127",0
,"Olfr1428",19,"chr19:12183089-12184034",0
,"Olfr76",19,"chr19:12194210-12195164",0
,"Olfr1431",19,"chr19:12284057-12284996",0
,"Olfr262",19,"chr19:12315210-12316149",0
,"Olfr235",19,"chr19:12342721-12343660",0
,"Olfr1433",19,"chr19:12354343-12358478",0
,"Olfr1434",19,"chr19:12357539-12358478",0
,"Olfr1436",19,"chr19:12372672-12373620",0
,"Olfr1437",19,"chr19:12396376-12397315",0
,"Olfr1440",19,"chr19:12468754-12469702",0
,"Olfr1441",19,"chr19:12496800-12497757",0
,"Pfpl",19,"chr19:12502394-12506600",0.016566
,"Mpeg1",19,"chr19:12535268-12539775",126.229
,"Dtx4",19,"chr19:12540825-12576486",3.83068
,"Fam111a",19,"chr19:12648014-12664186",140.404
,"A330040F15Rik",19,"chr19:12660357-12671056",4.00263
,"Gm4952",19,"chr19:12674473-12702106",0.093796
,"Glyat",19,"chr19:12707797-12726227",0.041685
,"Olfr1442",19,"chr19:12748668-12749733",0
,"Olfr1443",19,"chr19:12752655-12758335",0
,"Keg1",19,"chr19:12770279-12794386",0.010515
,"Cntf",19,"chr19:12838017-12840122",3.28497
,"U05342",19,"chr19:12838017-12870613",0
,"Zfp91",19,"chr19:12841428-12870613",27.4397
,"Lpxn",19,"chr19:12873098-12908298",82.6499
,"Olfr1444",19,"chr19:12936266-12937226",0.365682
,"Olfr1445",19,"chr19:12958372-12959317",0
,"Olfr1446",19,"chr19:12964138-12965065",0
,"Olfr1447",19,"chr19:12975338-12976268",0
,"Gm5512",19,"chr19:12979720-12981475",4.64869
,"Olfr1448",19,"chr19:12993852-12994797",0
,"Olfr1449",19,"chr19:13009229-13010174",0
,"Olfr1450",19,"chr19:13028080-13029058",0
,"Olfr1451",19,"chr19:13073477-13074410",0
,"Olfr1453",19,"chr19:13101893-13102817",0
,"Olfr1454",19,"chr19:13137902-13138826",0
,"Olfr1457",19,"chr19:13169182-13170136",0
,"Olfr1459",19,"chr19:13220223-13221147",0
,"Olfr1461",19,"chr19:13239505-13240444",0
,"Olfr1462",19,"chr19:13265158-13266082",0
,"Olfr1463",19,"chr19:13308741-13309674",0
,"Olfr1465",19,"chr19:13387849-13388773",0
,"Olfr1466",19,"chr19:13416249-13417182",0
,"Olfr1467",19,"chr19:13439119-13440046",0.021241
,"Olfr1469",19,"chr19:13485060-13485990",0.063461
,"Olfr1471",19,"chr19:13519503-13520448",0
,"Olfr1472",19,"chr19:13528060-13529005",0
,"Olfr1474",19,"chr19:13545461-13546406",0
,"Olfr1475",19,"chr19:13553741-13554686",0
,"Olfr1477",19,"chr19:13575035-13577782",0
,"Olfr1480",19,"chr19:13604164-13605112",0
,"Olfr1484",19,"chr19:13659795-13660743",0
,"Olfr1487",19,"chr19:13693653-13694601",0
,"Olfr1489",19,"chr19:13707602-13708544",0
,"Olfr1490",19,"chr19:13728935-13729886",0
,"Olfr1491",19,"chr19:13779318-13780278",0
,"Olfr1494",19,"chr19:13823597-13824545",0
,"Olfr1495",19,"chr19:13842833-13843793",0
,"Olfr1496",19,"chr19:13855037-13856104",0
,"Olfr1497",19,"chr19:13869154-13870099",0
,"Olfr1499",19,"chr19:13889133-13890078",0
,"Olfr1500",19,"chr19:13901948-13902884",0
,"Olfr1501",19,"chr19:13912713-13913661",0
,"Olfr1502",19,"chr19:13936284-13937235",0
,"Olfr1504",19,"chr19:13961750-13962698",0
,"Olfr1505",19,"chr19:13993511-13994462",0
,"Tle4",19,"chr19:14522561-14672473",11.1859
,"Psat1",19,"chr19:15979612-15999549",25.938986
,"Cep78",19,"chr19:16030262-16059479",6.99722
,"C130060C02Rik",19,"chr19:16059564-16085402",0.225712
,"Gnaq",19,"chr19:16207320-16461943",8.4028
